ranker,player,position,team,age_at_season_start,age_category,club,birth_year,minutes,minutes_90s,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,fouls_per90,interceptions_per90,tackles_won_per90,pens_won_per90,ball_recoveries_per90,aerials_won_per90,passes_completed_per90,passes_per90,passes_pct,passes_progressive_distance_per90,pass_xa_per90,assisted_shots_per90,crosses_into_penalty_area_per90,progressive_passes_per_90,blocks_per90,clearances_per90,touches_per90,dribbles_completed_per90,dribbles_completed_pct,shots_on_target_pct,shots_on_target_per90,goals_per_shot,average_shot_distance,npxg_per_shot
408,Marcos Acuña,DF,Argentina,31,Confirmed,Sevilla,1991,373,4.1,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.07,0.1,0.02,0.1,2.1951219512195124,0.48780487804878053,1.9512195121951221,0.24390243902439027,3.9024390243902443,1.2195121951219514,40.73170731707317,52.926829268292686,77.0,167.07317073170734,0.09756097560975611,1.2195121951219514,0.0,2.1951219512195124,1.9512195121951221,2.1951219512195124,65.60975609756098,0.48780487804878053,25.0,0.0,0.0,0.0,17.9,0.04
413,Mario Pašalić,FW,Croatia,27,Youngster,Atalanta,1995,271,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.07,0.17,0.1,0.17,1.3333333333333333,1.0,1.6666666666666667,0.0,7.0,2.3333333333333335,25.333333333333332,31.666666666666668,80.0,114.33333333333333,0.06666666666666667,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,7.8,0.09
416,Marko Livaja,FW,Croatia,29,Confirmed,Hajduk Split,1993,241,2.7,0.37,0.37,0.75,0.37,0.75,0.9,0.31,0.03,0.34,0.31,0.34,2.222222222222222,0.37037037037037035,0.7407407407407407,0.0,3.7037037037037033,1.4814814814814814,12.962962962962962,21.48148148148148,60.3,49.25925925925926,0.037037037037037035,1.111111111111111,0.0,2.5925925925925926,0.37037037037037035,0.37037037037037035,30.74074074074074,0.0,0.0,66.7,1.49,0.17,15.1,0.13
417,Marquinhos,DF,Brazil,28,Confirmed,Paris S-G,1994,426,4.7,0.0,0.0,0.0,0.0,0.0,0.9,0.04,0.17,0.21,0.04,0.21,0.2127659574468085,0.425531914893617,0.851063829787234,0.0,5.957446808510638,0.851063829787234,74.8936170212766,78.29787234042553,95.7,407.02127659574467,0.23404255319148937,0.851063829787234,0.2127659574468085,3.829787234042553,1.276595744680851,1.276595744680851,83.40425531914893,0.2127659574468085,100.0,0.0,0.0,0.0,10.4,0.08
418,Marten de Roon,MF,Netherlands,31,Confirmed,Atalanta,1991,184,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,2.5,0.0,4.0,2.0,48.5,59.5,81.5,166.0,0.0,0.0,0.0,1.5,2.0,3.0,71.0,0.0,,,0.0,,,
423,Mason Mount,MF,England,23,Youngster,Chelsea,1999,186,2.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.02,0.12,0.1,0.12,3.333333333333333,0.0,0.9523809523809523,0.47619047619047616,3.333333333333333,0.0,29.047619047619047,34.76190476190476,83.6,100.95238095238095,0.047619047619047616,0.47619047619047616,0.0,1.9047619047619047,0.9523809523809523,0.0,43.33333333333333,0.9523809523809523,66.7,25.0,0.48,0.0,23.0,0.05
424,Mateo Kovačić,MF,Croatia,28,Confirmed,Chelsea,1994,635,7.1,0.0,0.0,0.0,0.0,0.0,1.3,0.05,0.14,0.18,0.05,0.18,0.4225352112676057,0.5633802816901409,2.3943661971830985,0.0,6.47887323943662,0.5633802816901409,58.45070422535211,64.7887323943662,90.2,194.92957746478874,0.16901408450704225,1.267605633802817,0.0,4.366197183098592,0.5633802816901409,0.7042253521126761,73.38028169014085,1.5492957746478875,55.0,33.3,0.14,0.0,17.0,0.11
426,Mathew Leckie,MF,Australia,31,Confirmed,Melb City,1991,333,3.7,0.27,0.27,0.54,0.27,0.54,0.5,0.04,0.08,0.12,0.04,0.12,2.162162162162162,0.27027027027027023,1.081081081081081,0.0,4.0540540540540535,3.7837837837837838,18.10810810810811,27.837837837837835,65.0,72.43243243243244,0.0,0.5405405405405405,0.0,1.8918918918918919,1.3513513513513513,1.6216216216216215,42.43243243243243,0.27027027027027023,9.1,100.0,0.27,1.0,13.6,0.15
429,Mathías Olivera,DF,Uruguay,25,Youngster,Napoli,1997,253,2.8,0.0,0.0,0.0,0.0,0.0,0.5,0.03,0.15,0.18,0.03,0.18,0.7142857142857143,0.7142857142857143,1.7857142857142858,0.0,5.357142857142858,2.142857142857143,37.142857142857146,47.5,78.2,205.0,0.17857142857142858,1.7857142857142858,0.7142857142857143,2.5,3.2142857142857144,3.5714285714285716,63.57142857142858,0.0,0.0,0.0,0.0,0.0,16.9,0.05
433,Matty Cash,DF,Poland,25,Youngster,Aston Villa,1997,360,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.04,0.05,0.01,0.05,1.75,0.0,0.75,0.0,2.5,0.5,30.75,40.0,76.9,174.0,0.125,0.5,0.5,2.0,1.75,4.25,49.25,0.25,25.0,0.0,0.0,0.0,24.2,0.04
435,Matías Vecino,MF,Uruguay,31,Confirmed,Lazio,1991,195,2.2,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.05,0.05,1.8181818181818181,1.8181818181818181,1.3636363636363635,0.0,8.181818181818182,1.3636363636363635,34.54545454545454,48.18181818181818,71.7,134.54545454545453,0.0,0.0,0.0,4.090909090909091,2.727272727272727,0.45454545454545453,59.090909090909086,0.0,,100.0,0.46,0.0,10.1,0.1
438,Maya Yoshida,DF,Japan,34,Veteran,Schalke 04,1988,390,4.3,0.0,0.23,0.23,0.0,0.23,0.4,0.0,0.09,0.09,0.0,0.09,0.6976744186046512,0.6976744186046512,0.9302325581395349,0.0,6.976744186046512,2.3255813953488373,46.04651162790698,53.95348837209303,85.3,318.60465116279073,0.0,0.23255813953488372,0.0,1.3953488372093024,1.3953488372093024,5.5813953488372094,64.4186046511628,0.23255813953488372,50.0,,0.0,,,
439,Mehdi Taremi,FW,IR Iran,30,Confirmed,Porto,1992,270,3.0,0.67,0.33,1.0,0.33,0.67,1.2,0.45,0.22,0.67,0.18,0.4,1.6666666666666667,0.6666666666666666,1.0,0.0,4.333333333333333,1.6666666666666667,19.333333333333332,26.0,74.4,52.333333333333336,0.03333333333333333,3.0,0.0,1.3333333333333333,1.6666666666666667,1.0,41.0,0.3333333333333333,11.1,20.0,0.33,0.2,16.0,0.11
441,Memphis,FW,Netherlands,28,Confirmed,Barcelona,1994,297,3.3,0.3,0.0,0.3,0.3,0.3,2.0,0.44,0.16,0.61,0.44,0.61,0.30303030303030304,0.30303030303030304,0.30303030303030304,0.0,3.0303030303030303,0.6060606060606061,28.181818181818183,37.27272727272727,75.6,70.60606060606061,0.12121212121212123,0.9090909090909092,0.0,1.2121212121212122,1.2121212121212122,0.0,50.0,0.6060606060606061,18.2,50.0,1.52,0.1,15.0,0.15
443,Michael Estrada,FW,Ecuador,26,Youngster,Cruz Azul,1996,225,2.5,0.0,0.0,0.0,0.0,0.0,0.3,0.13,0.01,0.13,0.13,0.13,2.4,0.0,0.0,0.0,2.0,5.2,11.2,20.0,56.0,55.2,0.16,0.4,0.0,2.8,1.6,0.0,28.4,0.8,66.7,0.0,0.0,0.0,13.0,0.1
449,Milad Mohammadi,DF,IR Iran,29,Confirmed,AEK Athens,1993,196,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.45454545454545453,1.3636363636363635,0.0,5.0,1.3636363636363635,20.0,30.909090909090907,64.7,128.63636363636363,0.0,0.0,0.0,0.9090909090909091,0.9090909090909091,2.727272727272727,40.90909090909091,0.0,0.0,,0.0,,,
451,Miloš Degenek,DF,Australia,28,Confirmed,Columbus Crew,1994,183,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.0,0.0,7.5,3.0,33.5,50.5,66.3,266.0,0.0,0.0,0.0,1.0,1.0,4.5,61.5,0.0,0.0,,0.0,,,
452,Miloš Veljković,DF,Serbia,27,Youngster,Werder Bremen,1995,221,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,4.8,0.8,39.2,44.8,87.5,258.8,0.0,0.0,0.0,1.2,0.8,2.8,50.8,0.0,,,0.0,,,
454,Mitchell Duke,FW,Australia,31,Confirmed,Fagi Okayama,1991,270,3.0,0.33,0.0,0.33,0.33,0.33,0.4,0.12,0.01,0.13,0.12,0.13,2.0,0.6666666666666666,0.0,0.0,3.6666666666666665,3.6666666666666665,12.0,21.0,57.1,39.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,32.0,0.3333333333333333,50.0,57.1,1.33,0.14,17.6,0.05
457,Mohamed Kanno,MF,Saudi Arabia,28,Confirmed,Al-Hilal,1994,270,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.1,0.1,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,6.333333333333333,2.6666666666666665,39.666666666666664,49.0,81.0,178.33333333333334,0.03333333333333333,0.0,0.0,3.6666666666666665,1.0,2.3333333333333335,61.333333333333336,1.6666666666666667,50.0,16.7,0.33,0.0,20.3,0.05
461,Mohammed Salisu,DF,Ghana,23,Youngster,Southampton,1999,270,3.0,0.33,0.0,0.33,0.33,0.33,1.0,0.26,0.08,0.34,0.26,0.34,2.0,1.0,0.3333333333333333,0.0,5.0,2.6666666666666665,36.333333333333336,50.333333333333336,72.2,282.0,0.09999999999999999,0.6666666666666666,0.0,2.6666666666666665,1.6666666666666667,5.666666666666667,61.333333333333336,0.0,,50.0,0.33,0.5,9.3,0.38
463,Moisés Caicedo,MF,Ecuador,21,Prospect,Brighton,2001,269,3.0,0.33,0.0,0.33,0.33,0.33,0.5,0.17,0.0,0.17,0.17,0.17,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.0,4.666666666666667,0.3333333333333333,42.0,51.0,82.4,139.0,0.0,0.0,0.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,57.666666666666664,0.0,,33.3,0.33,0.33,16.0,0.17
464,Montassar Talbi,DF,Tunisia,24,Youngster,Lorient,1998,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,5.333333333333333,2.6666666666666665,39.333333333333336,45.666666666666664,86.1,281.0,0.0,0.0,0.0,3.6666666666666665,2.3333333333333335,6.0,59.0,0.0,0.0,100.0,0.33,0.0,33.7,0.01
465,Morteza Pouraliganji,DF,IR Iran,30,Confirmed,Persepolis,1992,270,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.03,0.07,0.09,0.03,0.09,1.6666666666666667,2.0,0.6666666666666666,0.3333333333333333,5.333333333333333,3.0,30.666666666666668,42.666666666666664,71.9,228.33333333333334,0.06666666666666667,0.6666666666666666,0.0,2.3333333333333335,1.6666666666666667,3.3333333333333335,52.0,0.0,,0.0,0.0,0.0,16.8,0.04
471,Nahuel Molina,DF,Argentina,24,Youngster,Atlético Madrid,1998,567,6.3,0.16,0.16,0.32,0.16,0.32,0.8,0.07,0.05,0.12,0.07,0.12,0.4761904761904762,0.4761904761904762,0.6349206349206349,0.0,3.6507936507936507,0.0,46.19047619047619,56.82539682539683,81.3,213.80952380952382,0.047619047619047616,0.4761904761904762,0.15873015873015872,1.746031746031746,1.1111111111111112,1.746031746031746,63.17460317460318,0.15873015873015872,50.0,50.0,0.16,0.5,16.2,0.23
472,Nampalys Mendy,MF,Senegal,30,Confirmed,Leicester City,1992,272,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.01,0.03,0.02,0.03,1.6666666666666667,1.0,1.3333333333333333,0.0,6.0,0.0,47.0,53.0,88.7,157.33333333333334,0.03333333333333333,0.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,1.0,60.666666666666664,0.3333333333333333,100.0,0.0,0.0,0.0,22.6,0.03
474,Nathan Aké,DF,Netherlands,27,Youngster,Manchester City,1995,479,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7547169811320755,1.509433962264151,0.5660377358490566,0.0,3.9622641509433962,1.8867924528301887,59.43396226415094,65.84905660377359,90.3,321.3207547169811,0.01886792452830189,0.0,0.0,3.5849056603773586,0.5660377358490566,3.7735849056603774,74.15094339622642,0.0,0.0,,0.0,,,
477,Nayef Aguerd,DF,Morocco,26,Youngster,West Ham,1996,353,3.9,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.01,0.05,0.04,0.05,0.5128205128205129,1.0256410256410258,0.5128205128205129,0.0,4.615384615384616,1.2820512820512822,35.12820512820513,40.51282051282051,86.7,255.3846153846154,0.0,0.25641025641025644,0.0,0.7692307692307693,0.7692307692307693,3.076923076923077,47.43589743589744,0.0,,0.0,0.0,0.0,8.0,0.17
479,Neco Williams,DF,Wales,21,Prospect,Nott'ham Forest,2001,204,2.3,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.03,0.07,0.04,0.07,1.3043478260869565,1.7391304347826089,1.3043478260869565,0.0,6.9565217391304355,0.8695652173913044,30.000000000000004,43.913043478260875,68.3,168.69565217391306,0.0,0.4347826086956522,0.0,1.7391304347826089,2.173913043478261,2.173913043478261,60.00000000000001,0.4347826086956522,14.3,0.0,0.0,0.0,26.5,0.03
483,Neymar,MF,Brazil,30,Confirmed,Paris S-G,1992,279,3.1,0.65,0.0,0.65,0.32,0.32,2.7,0.98,0.29,1.27,0.7,0.98,1.2903225806451613,0.3225806451612903,0.0,0.0,3.5483870967741935,0.0,39.03225806451613,49.354838709677416,79.1,202.25806451612902,0.16129032258064516,1.9354838709677418,0.0,4.516129032258064,0.6451612903225806,0.0,65.48387096774194,1.9354838709677418,26.1,54.5,1.94,0.09,19.2,0.18
485,Nico Elvedi,DF,Switzerland,26,Youngster,M'Gladbach,1996,180,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.04,0.04,1.5,0.5,0.0,0.0,7.5,1.0,65.5,71.0,92.3,336.5,0.0,0.0,0.0,3.0,2.5,6.5,82.5,0.0,,0.0,0.0,0.0,9.3,0.08
490,Nicolas Nkoulou,DF,Cameroon,32,Confirmed,Aris,1990,180,2.0,0.0,0.5,0.5,0.0,0.5,0.3,0.14,0.0,0.14,0.14,0.14,1.0,2.5,0.0,0.0,5.5,1.0,39.5,45.5,86.8,286.0,0.0,0.0,0.0,0.5,1.0,4.0,57.5,0.0,,33.3,0.5,0.0,12.2,0.09
492,Nicolás Otamendi,DF,Argentina,34,Veteran,Benfica,1988,690,7.7,0.0,0.13,0.13,0.0,0.13,0.2,0.0,0.02,0.03,0.0,0.03,1.6883116883116882,1.1688311688311688,0.7792207792207793,0.0,5.064935064935065,2.727272727272727,69.0909090909091,74.93506493506493,92.2,378.1818181818182,0.025974025974025976,0.2597402597402597,0.0,2.857142857142857,0.7792207792207793,3.116883116883117,82.98701298701299,0.0,,0.0,0.0,0.0,12.3,0.03
493,Nicolás Tagliafico,DF,Argentina,30,Confirmed,Lyon,1992,373,4.1,0.0,0.0,0.0,0.0,0.0,1.2,0.26,0.05,0.31,0.26,0.31,1.4634146341463417,2.1951219512195124,1.707317073170732,0.0,2.9268292682926833,0.9756097560975611,35.36585365853659,43.41463414634147,81.5,124.14634146341464,0.04878048780487806,0.48780487804878053,0.0,1.2195121951219514,2.1951219512195124,2.1951219512195124,53.65853658536586,0.0,0.0,33.3,0.24,0.0,11.3,0.34
494,Niklas Süle,DF,Germany,27,Youngster,Dortmund,1995,269,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.04,0.04,0.0,0.0,1.3333333333333333,0.0,5.666666666666667,2.0,77.0,85.0,90.6,449.3333333333333,0.03333333333333333,0.0,0.0,6.0,0.3333333333333333,2.3333333333333335,89.33333333333333,0.0,,0.0,0.0,0.0,5.4,0.11
495,Nikola Milenković,DF,Serbia,25,Youngster,Fiorentina,1997,270,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.0,0.06,0.06,0.06,2.6666666666666665,2.0,1.6666666666666667,0.0,6.0,2.0,47.0,54.333333333333336,86.5,274.3333333333333,0.0,0.0,0.0,2.0,2.0,3.3333333333333335,66.0,0.0,,0.0,0.0,0.0,14.7,0.06
496,Nikola Vlašić,FW,Croatia,25,Youngster,Torino,1997,209,2.3,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.0,0.25,0.25,0.25,1.7391304347826089,0.4347826086956522,0.4347826086956522,0.0,4.347826086956522,0.8695652173913044,19.565217391304348,23.91304347826087,81.8,40.869565217391305,0.04347826086956522,0.0,0.4347826086956522,1.7391304347826089,0.8695652173913044,0.0,34.78260869565218,1.3043478260869565,33.3,20.0,0.43,0.0,17.2,0.09
499,Nouhou Tolo,DF,Cameroon,25,Youngster,Seattle,1997,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6666666666666667,0.0,5.666666666666667,1.3333333333333333,27.666666666666668,36.333333333333336,76.1,170.0,0.0,0.0,0.3333333333333333,2.0,1.6666666666666667,3.3333333333333335,48.333333333333336,0.3333333333333333,20.0,,0.0,,,
500,Noussair Mazraoui,DF,Morocco,25,Youngster,Bayern Munich,1997,365,4.1,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.01,0.04,0.04,0.04,0.7317073170731708,0.24390243902439027,2.1951219512195124,0.0,5.121951219512195,0.24390243902439027,23.902439024390247,29.512195121951223,81.0,139.26829268292684,0.02439024390243903,0.24390243902439027,0.24390243902439027,0.7317073170731708,1.4634146341463417,3.9024390243902443,42.6829268292683,0.24390243902439027,20.0,50.0,0.49,0.0,24.4,0.04
503,Olivier Giroud,FW,France,36,Veteran,Milan,1986,419,4.7,0.86,0.0,0.86,0.86,0.86,3.5,0.72,0.03,0.76,0.72,0.76,0.425531914893617,0.2127659574468085,0.0,0.0,1.4893617021276595,4.042553191489362,10.212765957446807,15.74468085106383,64.9,31.48936170212766,0.06382978723404255,0.425531914893617,0.0,1.0638297872340425,0.2127659574468085,1.0638297872340425,23.617021276595743,0.0,,37.5,1.29,0.25,11.0,0.21
507,Otávio,MF,Portugal,27,Youngster,Porto,1995,196,2.2,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.17,0.23,0.05,0.23,2.727272727272727,0.45454545454545453,3.1818181818181817,0.0,7.2727272727272725,0.45454545454545453,44.54545454545454,57.72727272727272,77.2,188.18181818181816,0.22727272727272727,1.8181818181818181,0.9090909090909091,5.454545454545454,0.0,0.45454545454545453,65.9090909090909,0.0,,66.7,0.92,0.0,23.2,0.04
508,Ousmane Dembélé,FW,France,25,Youngster,Barcelona,1997,433,4.8,0.0,0.42,0.42,0.0,0.42,2.1,0.1,0.34,0.44,0.1,0.44,1.25,0.625,1.25,0.0,5.416666666666667,0.4166666666666667,30.0,39.79166666666667,75.4,98.95833333333334,0.20833333333333334,2.291666666666667,1.25,2.0833333333333335,0.4166666666666667,0.0,50.208333333333336,1.875,39.1,25.0,0.42,0.0,20.2,0.06
518,Pedri,MF,Spain,20,Prospect,Barcelona,2002,356,4.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.22,0.22,0.0,0.22,0.5,1.0,0.5,0.0,6.75,0.5,98.25,108.5,90.6,359.75,0.225,1.25,0.0,8.25,1.25,0.75,115.5,1.5,54.5,,0.0,,,
520,Pepe,DF,Portugal,39,Veteran,Porto,1983,360,4.0,0.25,0.0,0.25,0.25,0.25,0.4,0.11,0.0,0.11,0.11,0.11,0.75,1.5,0.0,0.0,7.0,2.25,60.75,73.75,82.4,409.5,0.0,0.0,0.0,2.5,1.5,2.75,82.5,0.25,100.0,33.3,0.25,0.33,7.3,0.15
521,Pervis Estupiñán,DF,Ecuador,24,Youngster,Brighton,1998,270,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.02,0.09,0.11,0.02,0.11,2.6666666666666665,1.0,1.0,0.0,7.0,1.0,49.333333333333336,63.333333333333336,77.9,295.3333333333333,0.13333333333333333,1.6666666666666667,1.0,3.3333333333333335,1.3333333333333333,2.0,72.33333333333333,0.6666666666666666,25.0,100.0,0.33,0.0,14.4,0.07
522,Phil Foden,FW,England,22,Youngster,Manchester City,2000,258,2.9,0.35,0.7,1.05,0.35,1.05,1.6,0.38,0.2,0.57,0.38,0.57,0.6896551724137931,0.3448275862068966,0.3448275862068966,0.0,3.103448275862069,1.0344827586206897,31.03448275862069,40.3448275862069,76.9,100.6896551724138,0.13793103448275862,2.0689655172413794,0.0,1.7241379310344829,0.6896551724137931,0.0,49.310344827586206,1.0344827586206897,50.0,16.7,0.35,0.17,13.8,0.18
523,Piero Hincapié,DF,Ecuador,20,Prospect,Leverkusen,2002,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,4.333333333333333,1.6666666666666667,56.0,66.66666666666667,84.0,315.6666666666667,0.0,0.0,0.0,2.6666666666666665,0.6666666666666666,3.0,75.66666666666667,0.0,,,0.0,,,
524,Pierre Højbjerg,MF,Denmark,27,Youngster,Tottenham,1995,270,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,0.0,1.0,0.6666666666666666,0.0,8.666666666666666,0.3333333333333333,66.66666666666667,74.66666666666667,89.3,374.3333333333333,0.03333333333333333,0.3333333333333333,0.0,7.0,1.0,2.0,83.0,0.3333333333333333,50.0,50.0,0.33,0.0,30.7,0.01
526,Piotr Zieliński,MF,Poland,28,Confirmed,Napoli,1994,328,3.6,0.27,0.0,0.27,0.27,0.27,1.0,0.16,0.11,0.26,0.16,0.26,1.1111111111111112,0.2777777777777778,1.3888888888888888,0.0,4.722222222222222,0.0,34.44444444444444,42.5,81.0,187.77777777777777,0.11111111111111112,1.9444444444444444,0.2777777777777778,2.2222222222222223,0.2777777777777778,1.9444444444444444,49.44444444444444,0.2777777777777778,25.0,66.7,0.55,0.33,11.3,0.2
527,Przemysław Frankowski,MF,Poland,27,Youngster,Lens,1995,240,2.7,0.0,0.0,0.0,0.0,0.0,0.3,0.01,0.09,0.11,0.01,0.11,0.37037037037037035,1.111111111111111,1.4814814814814814,0.0,4.444444444444444,0.37037037037037035,18.148148148148145,27.407407407407405,66.2,84.44444444444444,0.037037037037037035,0.37037037037037035,0.37037037037037035,1.111111111111111,0.37037037037037035,1.8518518518518516,35.925925925925924,0.7407407407407407,50.0,0.0,0.0,0.0,15.6,0.03
530,Ramin Rezaeian,DF,IR Iran,32,Confirmed,Sepahan,1990,180,2.0,0.5,0.0,0.5,0.5,0.5,0.5,0.13,0.14,0.27,0.13,0.27,1.0,1.5,2.5,0.0,11.0,0.5,36.5,52.5,69.5,340.5,0.25,1.5,0.5,2.5,0.5,1.0,65.0,0.5,100.0,50.0,0.5,0.5,18.3,0.13
531,Randal Kolo Muani,FW,France,24,Youngster,Eint Frankfurt,1998,182,2.0,0.49,0.0,0.49,0.49,0.49,1.1,0.65,0.0,0.65,0.65,0.65,2.0,0.5,2.5,0.5,4.5,4.5,12.5,22.0,56.8,18.0,0.0,0.0,0.0,0.0,0.5,0.5,38.0,1.5,37.5,50.0,0.99,0.25,13.4,0.27
532,Raphaël Guerreiro,DF,Portugal,28,Confirmed,Dortmund,1993,279,3.1,0.32,0.65,0.97,0.32,0.97,1.0,0.12,0.19,0.31,0.12,0.31,0.6451612903225806,0.9677419354838709,0.6451612903225806,0.0,5.483870967741935,0.6451612903225806,50.32258064516129,59.677419354838705,84.3,276.1290322580645,0.2258064516129032,1.9354838709677418,0.6451612903225806,4.516129032258064,0.9677419354838709,0.6451612903225806,66.77419354838709,0.6451612903225806,100.0,33.3,0.32,0.33,17.7,0.12
533,Raphaël Varane,DF,France,29,Confirmed,Manchester Utd,1993,518,5.8,0.0,0.0,0.0,0.0,0.0,0.3,0.06,0.0,0.06,0.06,0.06,0.1724137931034483,1.0344827586206897,0.0,0.0,2.931034482758621,0.6896551724137931,44.13793103448276,49.310344827586206,89.5,253.10344827586206,0.0,0.0,0.0,0.8620689655172414,0.6896551724137931,2.586206896551724,55.51724137931035,0.1724137931034483,100.0,0.0,0.0,0.0,7.2,0.12
534,Raphinha,FW,Brazil,26,Youngster,Barcelona,1996,315,3.5,0.0,0.29,0.29,0.0,0.29,2.5,0.35,0.38,0.72,0.35,0.72,0.5714285714285714,0.8571428571428571,1.7142857142857142,0.0,3.142857142857143,0.0,31.714285714285715,42.857142857142854,74.0,124.28571428571429,0.2571428571428572,2.2857142857142856,0.2857142857142857,3.142857142857143,0.8571428571428571,0.0,54.0,1.1428571428571428,26.7,75.0,1.71,0.0,19.1,0.15
535,Rasmus Nissen,DF,Denmark,25,Youngster,Leeds United,1997,224,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.8,0.4,2.8,0.0,6.0,1.2,54.8,71.6,76.5,298.4,0.04,0.4,0.0,7.6,1.2,2.8,81.6,0.4,20.0,,0.0,,,
537,Remo Freuler,MF,Switzerland,30,Confirmed,Nott'ham Forest,1992,323,3.6,0.28,0.0,0.28,0.28,0.28,0.5,0.14,0.0,0.14,0.14,0.14,1.6666666666666665,0.8333333333333333,1.3888888888888888,0.0,5.277777777777778,0.2777777777777778,35.27777777777778,42.77777777777778,82.5,125.27777777777777,0.02777777777777778,0.0,0.0,3.0555555555555554,0.8333333333333333,0.8333333333333333,54.72222222222222,0.0,0.0,33.3,0.28,0.33,10.3,0.17
540,Ricardo Rodríguez,DF,Switzerland,30,Confirmed,Torino,1992,359,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.04,0.04,0.0,0.04,1.5,0.0,0.5,0.0,4.0,2.5,41.0,57.25,71.6,237.25,0.075,0.5,0.0,2.5,0.25,2.0,61.75,0.0,,,0.0,,,
541,Richarlison,FW,Brazil,25,Youngster,Tottenham,1997,323,3.6,0.84,0.0,0.84,0.84,0.84,3.1,0.59,0.27,0.86,0.59,0.86,1.3888888888888888,0.2777777777777778,0.5555555555555556,0.2777777777777778,3.611111111111111,1.1111111111111112,11.11111111111111,16.11111111111111,69.0,24.72222222222222,0.11111111111111112,1.6666666666666665,0.0,0.8333333333333333,1.1111111111111112,1.1111111111111112,26.944444444444443,0.0,0.0,50.0,1.11,0.38,12.1,0.26
543,Riley McGree,FW,Australia,24,Youngster,Middlesbrough,1998,265,2.9,0.0,0.34,0.34,0.0,0.34,0.8,0.05,0.22,0.27,0.05,0.27,3.103448275862069,1.7241379310344829,0.3448275862068966,0.0,3.793103448275862,0.3448275862068966,19.655172413793103,25.862068965517242,76.0,65.86206896551724,0.10344827586206896,1.3793103448275863,0.3448275862068966,1.0344827586206897,1.7241379310344829,1.0344827586206897,36.89655172413793,0.0,0.0,33.3,0.34,0.0,26.2,0.05
544,Ritsu Doan,FW,Japan,24,Youngster,Freiburg,1998,217,2.4,0.83,0.0,0.83,0.83,0.83,0.7,0.21,0.07,0.28,0.21,0.28,1.25,1.25,2.0833333333333335,0.0,4.583333333333334,0.4166666666666667,15.0,23.333333333333336,64.3,81.25,0.16666666666666669,1.25,0.4166666666666667,2.0833333333333335,1.6666666666666667,0.8333333333333334,39.583333333333336,1.6666666666666667,50.0,75.0,1.24,0.5,20.1,0.13
